,location,total_sqft,bath,price,bhk
4442,Kengeri,750.0,2.0,36.0,2
4443,Kengeri,963.0,2.0,40.0,2
4445,Kengeri,726.0,2.0,35.0,2
4447,Kengeri,416.0,1.0,19.5,1
4448,Kengeri,900.0,2.0,45.0,2
4451,Kengeri,502.0,1.0,25.0,1
4453,Kengeri,1200.0,3.0,67.0,3
4454,Kengeri,725.0,2.0,30.0,2
4455,Kengeri,500.0,1.0,17.0,1
4456,Kengeri,540.0,1.0,22.5,1
4457,Kengeri,750.0,2.0,35.5,2
4458,Kengeri,1741.0,3.0,80.0,3
4460,Kengeri,1200.0,2.0,58.0,2
4463,Kengeri,750.0,2.0,36.5,2
4465,Kengeri,416.0,1.0,18.0,1
4467,Kengeri,883.0,2.0,49.0,2
4468,Kengeri,1052.0,2.0,51.0,2
4470,Kengeri,1220.0,2.0,63.0,2
4471,Kengeri,1150.0,1.0,52.0,1
4472,Kengeri,1192.0,2.0,53.5,2
4474,Kengeri,750.0,2.0,40.0,2
4475,Kengeri,1035.0,2.0,51.5,2
4476,Kengeri,3000.0,5.0,130.0,8
4477,Kengeri,410.0,1.0,15.0,1
4478,Kengeri,416.0,1.0,17.19,1
4481,Kengeri,2500.0,4.0,100.0,5
4482,Kengeri,550.0,1.0,16.75,1
4483,Kengeri Satellite Town,890.0,2.0,35.0,2
4484,Kengeri Satellite Town,883.0,2.0,45.0,2
4485,Kengeri Satellite Town,1415.0,2.0,66.0,3
4486,Kengeri Satellite Town,930.0,1.0,30.0,1
4487,Kengeri Satellite Town,1635.0,2.0,78.0,3
4488,Kengeri Satellite Town,1050.0,2.0,43.0,2
4489,Kengeri Satellite Town,1007.0,2.0,42.0,2
4490,Kengeri Satellite Town,635.0,1.0,22.0,2
4491,Kengeri Satellite Town,818.0,2.0,26.0,2
4492,Kengeri Satellite Town,1030.0,2.0,50.0,2
4493,Kengeri Satellite Town,1200.0,2.0,65.0,2
4494,Kengeri Satellite Town,795.0,2.0,32.0,2
4495,Kengeri Satellite Town,1302.5,2.0,44.285,2
4496,Kengeri Satellite Town,800.0,2.0,40.0,2
4497,Kengeri Satellite Town,654.0,1.0,22.0,1
4498,Kengeri Satellite Town,1060.0,2.0,42.0,2
4499,Kengeri Satellite Town,750.0,2.0,33.0,2
4500,Kengeri Satellite Town,920.0,2.0,39.0,2
4501,Kengeri Satellite Town,985.0,2.0,42.0,2
4502,Kengeri Satellite Town,410.0,1.0,15.0,1
4503,Kengeri Satellite Town,1120.0,2.0,49.0,2
4505,Kengeri Satellite Town,1110.0,2.0,43.0,2
4506,Kengeri Satellite Town,1170.0,2.0,50.0,2
4507,Kengeri Satellite Town,777.4,2.0,25.0,2
4508,Kengeri Satellite Town,800.0,2.0,32.0,2
4509,Kereguddadahalli,950.0,2.0,32.0,2
4510,Kereguddadahalli,1400.0,2.0,48.0,3
4511,Kereguddadahalli,800.0,2.0,28.0,2
4512,Kereguddadahalli,904.0,2.0,30.0,2
4514,Kereguddadahalli,1000.0,2.0,30.0,2
4515,Kereguddadahalli,1240.0,3.0,41.0,3
4516,Kereguddadahalli,600.0,1.0,19.5,1
4517,Kereguddadahalli,1080.0,2.0,32.0,2
4518,Kereguddadahalli,1000.0,2.0,34.0,2
4521,Kereguddadahalli,1015.0,2.0,35.0,2
4522,Kodichikkanahalli,1190.0,2.0,57.0,3
4523,Kodichikkanahalli,995.0,2.0,41.0,2
4524,Kodichikkanahalli,2700.0,7.0,125.0,5
4525,Kodichikkanahalli,1495.0,2.0,75.0,3
4526,Kodichikkanahalli,1125.0,2.0,52.0,2
4527,Kodichikkanahalli,1150.0,2.0,48.0,2
4528,Kodichikkanahalli,1070.0,2.0,43.0,2
4529,Kodichikkanahalli,1620.0,2.0,85.0,3
4531,Kodichikkanahalli,1026.0,2.0,45.0,2
4532,Kodichikkanahalli,2500.0,7.0,125.0,5
4533,Kodichikkanahalli,450.0,1.0,18.0,1
4534,Kodichikkanahalli,907.0,2.0,38.5,2
4535,Kodichikkanahalli,1181.0,2.0,57.0,2
4536,Kodichikkanahalli,900.0,2.0,42.0,2
4538,Kodichikkanahalli,1400.0,3.0,66.0,3
4539,Kodichikkanahalli,976.0,2.0,50.0,2
4540,Kodichikkanahalli,2700.0,4.0,125.0,5
4541,Kodichikkanahalli,1299.0,2.0,58.0,2
4542,Kodichikkanahalli,900.0,2.0,35.0,2
4543,Kodigehaali,1166.0,2.0,55.0,2
4544,Kodigehaali,1320.0,3.0,65.0,3
4545,Kodigehaali,1117.0,2.0,56.0,2
4546,Kodigehaali,1200.0,2.0,55.0,2
4547,Kodigehaali,1200.0,2.0,60.0,2
4548,Kodigehaali,2120.0,3.0,177.0,3
4549,Kodigehaali,1013.0,2.0,51.0,2
4550,Kodigehaali,1324.0,3.0,65.0,3
4551,Kodigehaali,965.0,2.0,38.0,2
4552,Kodigehaali,866.0,2.0,32.0,2
4553,Kodigehaali,1442.0,3.0,80.0,3
4554,Kodigehalli,1270.0,2.0,98.0,2
4555,Kodigehalli,1200.0,2.0,48.0,2
4556,Kodigehalli,655.0,1.0,53.0,1
4557,Kodigehalli,1820.0,3.0,150.0,3
4558,Kodigehalli,635.0,1.0,28.0,2
4559,Kodigehalli,1200.0,4.0,156.0,3
4560,Kodihalli,3252.0,5.0,335.0,4
4561,Kodihalli,2700.0,4.0,270.0,3
4562,Kodihalli,2392.0,4.0,260.0,3
4563,Kodihalli,2408.0,4.0,260.0,3
4564,Kodihalli,2500.0,4.0,260.0,3
4565,Kodihalli,1620.0,3.0,130.0,3
4566,Kodihalli,3260.0,5.0,388.0,4
4567,Kodihalli,3197.0,5.0,335.0,4
4568,Kodihalli,1490.0,2.0,150.0,2
4569,Kogilu,1909.0,3.0,88.0,3
4571,Kogilu,1170.0,2.0,51.99,2
4572,Kogilu,650.0,2.0,28.0,2
4573,Kogilu,1140.0,2.0,50.66,2
4574,Kogilu,1200.0,2.0,53.33,2
4575,Kogilu,1934.0,3.0,150.0,3
4576,Kogilu,540.0,1.0,36.0,1
4577,Kogilu,1559.0,3.0,127.0,3
4578,Kogilu,1190.0,2.0,50.66,2
4579,Kogilu,1140.0,2.0,50.66,2
4580,Kogilu,1559.0,3.0,120.0,3
4581,Kogilu,700.0,1.0,30.84,1
4582,Kogilu,1250.0,2.0,55.55,2
4583,Kogilu,1200.0,2.0,53.33,2
4584,Kogilu,952.0,2.0,49.0,2
4585,Kogilu,700.0,1.0,30.84,1
4586,Kogilu,1250.0,2.0,55.55,2
4587,Kogilu,2456.0,7.0,85.0,7
4588,Kogilu,1140.0,2.0,50.66,2
4589,Kogilu,1140.0,2.0,50.66,2
4590,Konanakunte,2791.0,3.0,223.0,3
4591,Konanakunte,884.0,1.0,58.0,2
4592,Konanakunte,3000.0,4.0,160.0,4
4593,Konanakunte,1200.0,4.0,125.0,4
4594,Konanakunte,1200.0,2.0,130.0,4
4595,Konanakunte,2400.0,2.0,180.0,3
4596,Konanakunte,3746.0,6.0,375.0,4
4597,Konanakunte,1423.0,2.0,85.0,3
4598,Koramangala,1320.0,2.0,165.0,2
4599,Koramangala,1253.0,2.0,102.0,2
4600,Koramangala,1580.0,3.0,160.0,3
4602,Koramangala,3500.0,5.0,425.0,4
4603,Koramangala,1005.0,1.0,110.0,2
4604,Koramangala,2292.0,4.0,275.0,3
4606,Koramangala,1290.0,2.0,100.0,2
4607,Koramangala,1300.0,2.0,110.0,2
4609,Koramangala,1325.0,2.0,119.0,2
4610,Koramangala,1140.0,2.0,75.2,2
4611,Koramangala,1260.0,2.0,100.0,2
4612,Koramangala,1975.0,3.0,210.0,3
4613,Koramangala,1900.0,2.0,200.0,2
4615,Koramangala,2292.0,3.0,286.0,3
4616,Koramangala,2300.0,3.0,290.0,3
4619,Koramangala,2503.0,6.0,325.0,4
4621,Koramangala,1320.0,2.0,150.0,2
4622,Koramangala,1320.0,2.0,110.0,2
4623,Koramangala,5985.0,4.0,775.0,4
4624,Koramangala,2461.0,6.0,353.0,4
4626,Koramangala,2246.0,3.0,300.0,3
4629,Koramangala,1083.0,2.0,100.0,2
4630,Koramangala,1744.0,3.0,200.0,3
4631,Koramangala,1180.0,2.0,128.0,2
4632,Koramangala,1320.0,2.0,160.0,2
4633,Koramangala,1370.0,2.0,125.0,2
4634,Koramangala,1100.0,2.0,85.0,2
4635,Koramangala,1249.0,2.0,165.0,2
4636,Koramangala,1200.0,2.0,100.0,2
4638,Koramangala,2223.0,3.0,300.0,3
4639,Koramangala,1744.0,4.0,210.0,3
4640,Koramangala,1866.0,4.0,245.0,3
4641,Koramangala,1320.0,2.0,160.0,2
4642,Koramangala,1350.0,2.0,103.0,2
4643,Koramangala,6000.0,4.0,625.0,4
4645,Koramangala,1320.0,2.0,160.0,2
4646,Koramangala,1710.0,3.0,210.0,3
4647,Koramangala,1700.0,3.0,250.0,3
4648,Koramangala,1355.0,2.0,95.0,2
4649,Koramangala,1600.0,3.0,170.0,3
4650,Koramangala,1260.0,2.0,100.0,2
4653,Kothannur,1206.0,2.0,48.23,2
4655,Kothannur,1100.0,2.0,40.0,2
4656,Kothannur,1197.0,2.0,47.88,2
4657,Kothannur,1197.0,2.0,47.8,2
4658,Kothannur,1070.0,2.0,42.79,2
4661,Kothannur,1070.0,2.0,38.6,2
4662,Kothannur,1485.0,2.0,59.4,3
4663,Kothannur,1215.0,2.0,48.6,3
4664,Kothannur,1404.0,2.0,56.15,3
4665,Kothanur,1200.0,2.0,51.0,2
4666,Kothanur,2400.0,2.0,150.0,3
4667,Kothanur,1828.0,3.0,110.0,3
4668,Kothanur,1186.0,2.0,58.0,2
4670,Kothanur,1847.0,3.0,105.0,3
4672,Kothanur,9600.0,5.0,550.0,5
4673,Kothanur,1435.0,3.0,70.0,3
4674,Kothanur,1187.0,2.0,58.0,2
4675,Kothanur,1847.0,3.0,110.0,3
4676,Kothanur,1460.0,3.0,71.0,3
4677,Kothanur,1185.0,2.0,59.0,2
4678,Kothanur,1436.0,3.0,70.0,3
4679,Kothanur,1462.0,3.0,71.0,3
4680,Kothanur,1790.0,3.0,105.0,3
4682,Kothanur,1070.0,2.0,45.5,2
4684,Kothanur,1145.0,2.0,56.0,2
4685,Kothanur,3401.0,5.0,230.0,4
4686,Kothanur,1455.0,2.0,69.0,2
4687,Kothanur,627.0,1.0,30.0,1
4688,Kothanur,1302.0,2.0,68.5,2
4689,Kothanur,1760.0,3.0,111.0,3
4690,Kothanur,1185.0,2.0,58.0,2
4691,Kothanur,1500.0,1.0,75.0,1
4692,Kothanur,1075.0,2.0,53.0,2
4693,Kothanur,1790.0,3.0,97.0,3
4694,Kothanur,2700.0,4.0,175.0,4
4695,Kothanur,1786.0,2.0,106.0,3
4696,Kothanur,1787.0,3.0,107.0,3
4697,Kothanur,1141.0,2.0,54.0,2
4698,Kothanur,1760.0,3.0,110.0,3
4700,Kothanur,1160.0,2.0,57.0,2
4701,Kothanur,1095.0,2.0,55.0,2
4702,Kothanur,1142.0,2.0,56.0,2
4703,Kothanur,1074.0,2.0,54.0,2
4704,Kothanur,1285.0,2.0,60.0,2
4705,Kothanur,1075.0,2.0,53.0,2
4706,Kothanur,1140.0,2.0,56.0,2
4707,Kothanur,1400.0,2.0,70.0,2
4710,Kothanur,1140.0,2.0,56.0,2
4711,Kothanur,1787.0,3.0,120.0,3
4712,Kothanur,1185.0,2.0,59.0,2
4714,Kothanur,1790.0,3.0,105.0,3
4715,Kothanur,1130.0,2.0,55.0,2
4716,Kothanur,1094.0,2.0,54.0,2
4717,Kothanur,1170.0,3.0,80.0,3
4718,Kothanur,1400.0,2.0,65.0,2
4719,Kothanur,1195.0,2.0,59.0,2
4720,Kothanur,1790.0,3.0,120.0,3
4721,Kothanur,1454.0,3.0,71.5,3
4722,Kudlu,1152.0,2.0,53.5,2
4723,Kudlu,1027.0,2.0,43.0,2
4724,Kudlu,1092.0,2.0,44.0,2
4725,Kudlu,1027.0,2.0,43.0,2
4726,Kudlu,1092.0,2.0,44.0,2
4727,Kudlu,1143.0,2.0,55.0,2
4729,Kudlu,1024.0,2.0,44.0,2
4731,Kudlu,1600.0,3.0,79.0,3
4732,Kudlu,1027.0,2.0,42.0,2
4733,Kudlu,1076.0,2.0,50.0,2
4734,Kudlu,1027.0,2.0,44.0,2
4735,Kudlu,1084.0,2.0,53.0,2
4736,Kudlu,1300.0,2.0,56.0,2
4737,Kudlu,1027.0,2.0,44.0,2
4738,Kudlu,1245.0,2.0,60.0,3
4739,Kudlu,1027.0,2.0,44.0,2
4740,Kudlu,1110.0,2.0,46.0,2
4741,Kudlu,2100.0,3.0,114.0,4
4742,Kudlu,1027.0,2.0,44.0,2
4743,Kudlu,720.0,1.0,33.0,1
4744,Kudlu,1027.0,2.0,44.0,2
4745,Kudlu,1162.0,2.0,52.0,2
4746,Kudlu,1041.0,2.0,53.0,2
4747,Kudlu Gate,1535.0,3.0,83.0,3
4748,Kudlu Gate,1535.0,3.0,85.0,3
4750,Kudlu Gate,1535.0,3.0,86.0,3
4751,Kudlu Gate,1564.0,2.0,92.0,3
4753,Kudlu Gate,1238.0,2.0,55.0,2
4754,Kudlu Gate,1707.0,2.0,99.745,3
4755,Kudlu Gate,1335.0,3.0,89.0,3
4756,Kudlu Gate,703.0,1.0,52.0,1
4757,Kudlu Gate,1535.0,3.0,86.0,3
4758,Kudlu Gate,1532.0,3.0,83.0,3
4759,Kudlu Gate,1113.0,2.0,50.0,2
4761,Kudlu Gate,1185.0,2.0,50.0,2
4765,Kudlu Gate,1215.0,2.0,45.0,2
4766,Kudlu Gate,812.0,2.0,38.25,2
4767,Kudlu Gate,1547.0,2.0,103.0,2
4768,Kudlu Gate,1336.0,2.0,86.0,2
4769,Kudlu Gate,1919.0,3.0,121.0,3
4770,Kudlu Gate,1464.0,3.0,56.0,2
4771,Kudlu Gate,1535.0,3.0,85.0,3
4772,Kudlu Gate,1850.0,3.0,120.0,3
4773,Kudlu Gate,940.0,2.0,69.57,2
4774,Kudlu Gate,1215.0,2.0,44.96,2
4775,Kudlu Gate,1164.0,2.0,75.0,2
4776,Kudlu Gate,3850.0,6.0,205.0,4
4777,Kudlu Gate,1183.0,2.0,79.54,2
4778,Kudlu Gate,1850.0,3.0,110.0,3
4780,Kudlu Gate,1183.0,2.0,79.54,2
4781,Kudlu Gate,1200.0,2.0,44.4,2
4783,Kudlu Gate,1310.0,2.0,53.0,2
4784,Kumaraswami Layout,2000.0,4.0,139.0,4
4785,Kumaraswami Layout,1000.0,2.0,48.5,2
4786,Kumaraswami Layout,1000.0,2.0,58.0,2
4787,Kumaraswami Layout,2400.0,7.0,125.0,7
4788,Kumaraswami Layout,2400.0,2.0,125.0,3
4789,Kumaraswami Layout,1310.0,2.0,70.0,3
4790,Kumaraswami Layout,850.0,1.0,78.0,1
4791,Kumaraswami Layout,3200.0,7.0,150.0,7
4792,Kumaraswami Layout,1310.0,2.0,85.0,3
4793,Kumaraswami Layout,2450.0,3.0,110.0,4
4794,Kumaraswami Layout,3100.0,7.0,145.0,7
4795,Kumaraswami Layout,1200.0,3.0,75.0,3
4796,Kumaraswami Layout,1081.0,2.0,60.0,2
4797,Kundalahalli,1724.0,3.0,125.0,3
4798,Kundalahalli,1030.0,2.0,49.0,2
4799,Kundalahalli,735.0,2.0,57.99,2
4800,Kundalahalli,1047.0,2.0,82.0,2
4801,Kundalahalli,1397.0,3.0,105.0,3
4802,Kundalahalli,1724.0,3.0,127.0,3
4803,Kundalahalli,1010.0,2.0,49.27,2
4804,Kundalahalli,1397.0,3.0,110.0,3
4805,Kundalahalli,1397.0,3.0,104.0,3
4806,Kundalahalli,1397.0,3.0,108.0,3
4807,Kundalahalli,1920.0,3.0,150.0,3
4808,Kundalahalli,1397.0,3.0,105.0,3
4810,Kundalahalli,1724.0,3.0,124.0,3
4811,Kundalahalli,1047.0,2.0,84.0,2
4812,Kundalahalli,1047.0,2.0,83.0,2
4813,Kundalahalli,7000.0,4.0,550.0,4
4815,Kundalahalli,1120.0,2.0,53.76,2
4816,Kundalahalli,1047.0,2.0,82.62,2
4817,Kundalahalli,1047.0,2.0,91.0,2
4818,Kundalahalli,1724.0,3.0,146.0,3
4819,Kundalahalli,1600.0,3.0,170.0,3
4821,Kundalahalli,1724.0,3.0,125.0,3
4822,Kundalahalli,1010.0,2.0,48.27,2
4823,Kundalahalli,1047.0,2.0,89.0,2
4824,Kundalahalli,2500.0,5.0,245.0,4
4825,Kundalahalli,1397.0,3.0,105.0,3
4827,Kundalahalli,1047.0,2.0,72.0,2
4828,Kundalahalli,1260.0,2.0,58.0,2
4829,Kundalahalli,3092.0,4.0,230.0,4
4830,Kundalahalli,1065.0,2.0,70.0,2
4831,Kundalahalli,1724.0,3.0,146.0,3
4832,Kundalahalli,1047.0,2.0,91.0,2
4833,Kundalahalli,1724.0,3.0,128.0,3
4834,Kundalahalli,1315.0,2.0,74.0,2
4835,Kundalahalli,2100.0,3.0,150.0,3
4836,Kundalahalli,1724.0,3.0,125.0,3
4837,Kundalahalli,1724.0,3.0,140.0,3
4838,Kundalahalli,1175.0,2.0,65.0,2
4840,LB Shastri Nagar,1043.0,2.0,55.0,2
4841,LB Shastri Nagar,1184.0,2.0,69.0,2
4842,LB Shastri Nagar,665.0,1.0,32.0,1
4843,LB Shastri Nagar,1250.0,2.0,48.5,2
4844,LB Shastri Nagar,1400.0,2.0,80.0,3
4845,LB Shastri Nagar,1184.0,2.0,62.0,2
4846,LB Shastri Nagar,1200.0,2.0,47.0,2
4847,LB Shastri Nagar,1200.0,2.0,75.0,2
4848,LB Shastri Nagar,1000.0,2.0,49.5,2
4849,Laggere,2800.0,5.0,125.0,5
4850,Laggere,1200.0,3.0,130.0,3
4851,Laggere,1200.0,1.0,125.0,1
4852,Laggere,1200.0,2.0,75.0,2
4853,Laggere,620.0,2.0,48.0,1
4854,Lakshminarayana Pura,1185.0,2.0,75.0,2
4855,Lakshminarayana Pura,1600.0,2.0,108.0,3
4856,Lakshminarayana Pura,1180.0,2.0,75.0,2
4857,Lakshminarayana Pura,1172.0,2.0,82.0,2
4858,Lakshminarayana Pura,1179.0,2.0,75.0,2
4859,Lakshminarayana Pura,1149.0,2.0,75.0,2
4860,Lakshminarayana Pura,1336.0,2.0,100.0,2
4861,Lakshminarayana Pura,1175.0,2.0,75.0,2
4862,Lakshminarayana Pura,1190.0,2.0,75.0,2
4863,Lakshminarayana Pura,1200.0,2.0,75.0,2
4864,Lakshminarayana Pura,1200.0,2.0,75.0,2
4865,Lakshminarayana Pura,1165.0,2.0,75.0,2
4866,Lakshminarayana Pura,1145.0,2.0,75.0,2
4867,Lakshminarayana Pura,1500.0,3.0,104.0,3
4868,Lakshminarayana Pura,1210.0,2.0,75.0,2
4869,Lakshminarayana Pura,1169.0,2.0,75.0,2
4870,Lakshminarayana Pura,1200.0,2.0,75.0,2
4871,Lakshminarayana Pura,1172.0,2.0,75.0,2
4872,Lakshminarayana Pura,1172.0,2.0,75.0,2
4873,Lakshminarayana Pura,1180.0,2.0,75.0,2
4874,Lakshminarayana Pura,1200.0,2.0,83.0,2
4875,Lakshminarayana Pura,1200.0,2.0,80.0,2
4876,Lakshminarayana Pura,1195.0,2.0,75.0,2
4877,Lakshminarayana Pura,1200.0,2.0,80.0,2
4878,Lingadheeranahalli,1521.0,3.0,95.0,3
4879,Lingadheeranahalli,1511.0,3.0,95.0,3
4880,Lingadheeranahalli,1683.0,3.0,109.0,3
4881,Lingadheeranahalli,1519.0,3.0,93.0,3
4882,Lingadheeranahalli,1521.0,3.0,94.99,3
4883,Lingadheeranahalli,1682.0,3.0,120.0,3
4884,Lingadheeranahalli,1521.0,3.0,94.71,3
4885,Lingadheeranahalli,1893.0,3.0,130.0,3
4886,Lingadheeranahalli,1705.0,3.0,110.0,3
4887,Lingadheeranahalli,2245.0,4.0,154.0,4
4888,Lingadheeranahalli,1682.0,3.0,113.0,3
4889,Lingadheeranahalli,1682.0,3.0,114.0,3
4890,Lingadheeranahalli,1506.0,3.0,95.0,3
4891,Lingadheeranahalli,1683.0,3.0,110.0,3
4892,Lingadheeranahalli,1684.0,3.0,120.0,3
4893,Lingadheeranahalli,2236.0,4.0,153.0,4
4894,Lingadheeranahalli,1894.0,4.0,114.0,3
4895,Lingadheeranahalli,2240.0,4.0,160.0,4
4896,Magadi Road,3600.0,6.0,141.0,6
4897,Magadi Road,1116.0,2.0,50.0,2
4899,Magadi Road,884.0,2.0,41.1,2
4900,Magadi Road,1005.0,2.0,55.78,2
4901,Magadi Road,1000.0,2.0,46.5,2
4902,Magadi Road,1500.0,2.0,93.0,4
4904,Magadi Road,1345.0,2.0,55.0,2
4906,Magadi Road,5000.0,6.0,360.0,5
4907,Magadi Road,1116.0,2.0,51.89,2
4908,Magadi Road,1052.0,2.0,60.0,3
4909,Magadi Road,940.0,2.0,50.0,2
4910,Magadi Road,1318.0,2.0,68.0,3
4912,Magadi Road,884.0,2.0,48.0,2
4914,Mahadevpura,1150.0,2.0,52.0,2
4915,Mahadevpura,1250.0,2.0,52.0,2
4916,Mahadevpura,1260.0,2.0,57.6,2
4917,Mahadevpura,730.0,1.0,35.0,1
4918,Mahadevpura,1434.0,2.0,67.39,3
4919,Mahadevpura,1146.0,2.0,53.8,2
4920,Mahadevpura,1532.0,2.0,62.0,2
4921,Mahadevpura,1620.0,2.0,76.0,3
4922,Mahadevpura,1136.0,2.0,64.5,2
4923,Mahadevpura,1400.0,2.0,65.8,3
4924,Mahadevpura,1137.0,2.0,53.4,2
4925,Mahadevpura,1601.0,3.0,95.0,3
4926,Mahadevpura,1450.0,3.0,75.0,3
4927,Mahadevpura,1152.0,2.0,54.0,2
4928,Mahadevpura,1212.0,2.0,56.9,2
4930,Mahadevpura,1505.0,3.0,78.0,3
4931,Mahadevpura,1500.0,2.0,70.0,3
4932,Mahadevpura,1236.0,2.0,58.0,2
4933,Mahadevpura,1236.0,2.0,58.0,2
4934,Mahadevpura,1120.0,2.0,53.0,2
4935,Mahalakshmi Layout,1575.0,5.0,158.0,4
4936,Mahalakshmi Layout,1105.0,2.0,80.0,2
4937,Mahalakshmi Layout,1200.0,3.0,160.0,4
4938,Mahalakshmi Layout,1200.0,2.0,110.0,3
4939,Mahalakshmi Layout,1876.0,3.0,150.0,3
4940,Mallasandra,1665.0,3.0,95.0,3
4941,Mallasandra,1665.0,3.0,86.58,3
4942,Mallasandra,1340.0,2.0,61.0,2
4943,Mallasandra,1325.0,2.0,70.0,2
4944,Mallasandra,1665.0,3.0,86.91,3
4945,Mallasandra,1325.0,2.0,70.0,2
4946,Mallasandra,905.0,2.0,40.0,2
4947,Mallasandra,1325.0,2.0,65.0,2
4948,Mallasandra,1325.0,2.0,73.0,2
4949,Mallasandra,1565.0,2.0,69.0,2
4950,Mallasandra,905.0,2.0,35.0,2
4952,Mallasandra,1100.0,2.0,76.3,3
4953,Malleshpalya,1140.0,2.0,46.5,2
4954,Malleshpalya,1225.0,2.0,46.86,2
4956,Malleshpalya,1052.0,2.0,50.0,2
4957,Malleshpalya,1405.0,2.0,77.0,3
4958,Malleshpalya,1065.0,2.0,50.0,2
4959,Malleshpalya,1210.0,2.0,55.0,2
4961,Malleshpalya,1060.0,2.0,40.0,2
4962,Malleshpalya,1430.0,2.0,69.5,3
4963,Malleshpalya,1421.0,2.0,90.0,2
4964,Malleshpalya,1245.0,2.0,55.0,2
4965,Malleshpalya,1200.0,2.0,46.0,2
4966,Malleshpalya,1225.0,2.0,52.0,2
4967,Malleshwaram,705.0,1.0,67.0,1
4968,Malleshwaram,12000.0,7.0,2200.0,7
4969,Malleshwaram,2500.0,5.0,325.0,4
4970,Malleshwaram,2006.0,3.0,297.0,3
4971,Malleshwaram,686.0,1.0,62.5,1
4972,Malleshwaram,2475.0,4.0,332.0,3
4973,Malleshwaram,2610.0,3.0,399.0,3
4974,Malleshwaram,2475.0,4.0,320.0,3
4975,Malleshwaram,900.0,2.0,95.0,2
4976,Malleshwaram,1420.0,2.0,158.0,2
4977,Malleshwaram,2000.0,3.0,250.0,3
4978,Malleshwaram,2215.0,3.0,275.0,3
4980,Malleshwaram,2475.0,4.0,300.0,3
4981,Malleshwaram,2345.0,2.0,293.0,3
4983,Malleshwaram,2215.0,4.0,310.0,3
4984,Malleshwaram,480.0,1.0,60.0,1
4985,Malleshwaram,1290.0,2.0,120.0,2
4986,Malleshwaram,2475.0,4.0,326.0,3
4987,Malleshwaram,2476.0,3.0,337.0,3
4988,Malleshwaram,900.0,2.0,90.0,2
4990,Malleshwaram,2050.0,4.0,270.0,3
4991,Malleshwaram,900.0,2.0,72.0,2
4992,Malleshwaram,620.0,1.0,86.8,1
4993,Malleshwaram,600.0,1.0,68.0,2
4994,Malleshwaram,2475.0,4.0,337.0,3
4995,Malleshwaram,2215.0,3.0,275.0,3
4996,Malleshwaram,2215.0,3.0,330.0,3
4998,Malleshwaram,1020.0,2.0,80.0,2
4999,Malleshwaram,600.0,1.0,90.0,2
5000,Malleshwaram,2200.0,3.0,275.0,3
5001,Malleshwaram,2475.0,4.0,326.0,3
5002,Malleshwaram,1500.0,2.0,140.0,2
5003,Malleshwaram,2475.0,4.0,340.0,3
5004,Malleshwaram,1400.0,2.0,190.0,2
5005,Malleshwaram,2475.0,4.0,300.0,3
5006,Malleshwaram,2400.0,3.0,380.0,3
5007,Malleshwaram,580.0,1.0,45.0,1
5008,Malleshwaram,1410.0,2.0,125.0,2
5011,Marathahalli,1220.0,2.0,57.0,2
5012,Marathahalli,1200.0,2.0,52.0,2
5013,Marathahalli,1200.0,2.0,60.0,2
5014,Marathahalli,1933.0,3.0,140.0,3
5015,Marathahalli,950.0,2.0,46.96,2
5016,Marathahalli,1230.0,2.0,80.0,2
5017,Marathahalli,3800.0,4.0,250.0,4
5018,Marathahalli,1019.0,2.0,49.85,2
5019,Marathahalli,1215.0,2.0,67.0,2
5020,Marathahalli,2181.0,3.0,152.0,4
5021,Marathahalli,1170.0,2.0,53.0,2
5022,Marathahalli,1019.0,2.0,49.86,2
5023,Marathahalli,1325.0,2.0,71.55,2
5024,Marathahalli,1220.0,2.0,56.5,2
5026,Marathahalli,1152.0,2.0,56.0,2
5027,Marathahalli,1610.0,3.0,90.0,3
5028,Marathahalli,1146.0,2.0,70.0,2
5030,Marathahalli,1469.0,3.0,89.0,3
5035,Marathahalli,2519.0,5.0,185.0,4
5037,Marathahalli,957.0,2.0,46.9,2
5038,Marathahalli,1583.0,3.0,105.0,3
5039,Marathahalli,2524.0,5.0,190.0,4
5043,Marathahalli,1071.0,2.0,52.25,2
5044,Marathahalli,1215.0,2.0,58.86,2
5045,Marathahalli,1102.0,2.0,53.67,2
5046,Marathahalli,1900.0,3.0,123.0,3
5047,Marathahalli,1045.0,2.0,60.0,2
5049,Marathahalli,1215.0,2.0,58.86,2
5050,Marathahalli,1365.0,2.0,73.0,2
5055,Marathahalli,1208.0,2.0,70.0,2
5056,Marathahalli,1325.0,1.0,92.0,2
5057,Marathahalli,1525.0,3.0,90.0,3
5058,Marathahalli,1937.0,3.0,140.0,3
5059,Marathahalli,1550.0,3.0,83.0,3
5060,Marathahalli,1350.0,2.0,86.0,2
5061,Marathahalli,957.0,2.0,47.0,2
5063,Marathahalli,1230.0,2.0,57.0,2
5064,Marathahalli,1200.0,2.0,58.0,2
5066,Marathahalli,607.0,1.0,35.0,1
5067,Marathahalli,1583.0,3.0,109.0,3
5068,Marathahalli,1075.0,2.0,52.43,2
5069,Marathahalli,1360.0,2.0,103.0,2
5070,Marathahalli,1220.0,2.0,58.5,2
5071,Marathahalli,950.0,2.0,45.68,2
5072,Marathahalli,615.0,1.0,44.0,1
5073,Marathahalli,1595.0,3.0,90.0,3
5074,Marathahalli,1350.0,2.0,89.0,2
